02/06/14 34 1 64 20cd9b8827f9bef666ec8eac878732c90d5aff6b
02/06/14 36 1 64 284dc211201a091ad2a9929677d9ec40a67e065d
02/06/14 34 1 64 20cd9b8827f9bef666ec8eac878732c90d5aff6b
02/06/14 36 1 64 284dc211201a091ad2a9929677d9ec40a67e065d
03/06/14 36 0 57 5a7022dec0d034e2d6a36246821444d69fa09cd4
10/06/14 34 5 563 0a0994b5dfe0b473c83508efe51b9b2515a10487
11/06/14 36 5 563 434ca5ea937c31402b4e8ae69db71dc6b64f843e
11/06/14 36 7 878 5f3b6c75dd05658269790bcb1116b84947a8508b
16/06/14 36 7 878 e7d788cb269c4d99570b182dbdc8273cbd1aa1f2
16/06/14 36 7 899 059b3057fee06b2f500ca26055be6461cfddb045
16/06/14 38 8 1506 081c554a36f89b6b9cf46196b19bd50084d37fbd
16/06/14 38 8 1531 b6fdbc8788bd3aac439430178f164c9841390172
16/06/14 40 11 1717 88b69e8eaa655a086e76f8261c32f3c049480de5
17/06/14 40 8 1772 7c85a73c17770d073f1b3c8e9d2326f411f34330
17/06/14 23 9 2310 0e720646c59de0d9507edc8381c9112fc524da51
17/06/14 23 9 2310 223884cfa1ed7e0cc2516e84bb010c45915917f0
18/06/14 23 9 2310 0abd314b4d26685705e7834d8ac9668de0edd2a2
18/06/14 24 10 2558 a6e81903ef5ce0a55d2f54d63fdfaa94552664bf
18/06/14 24 9 2412 477ad74d86569d14f035d946859bf701ffbb70fd
18/06/14 25 10 2660 5bbf3b305256e1f9b96bd7cc24e1412b585d46b6
19/06/14 24 11 2558 b157f786ad56565013a0f4e95a969c83f26ae34f
19/06/14 25 11 2660 896a45d0fb7ee779abea18155b94dac0b2f1a691
29/06/14 25 13 2901 297e58225b575e0beb8b5a21402176eeb8f0e775
29/06/14 25 13 2901 5f3faf64f44ddb61237673f0f55018706a827d9e
30/06/14 26 15 3253 f1ba10c8c6f5ac5c0e00ec77f51954214bd64e44
01/07/14 28 17 4027 97030d378c44a4e374cf3eae13375f44648ea0e1
08/07/14 28 17 4027 adde43895a0bbbdf2615b594267de82c0ed3302b
09/07/14 30 17 4322 d094b1ef5f937a003f5de1bf63c035b1dd035c93
11/07/14 30 23 4810 dd53d418cb714d39d193c4c0711cb09ce9157bc1
12/07/14 37 31 8018 8aa9f49c004bdde0ae15f044aae59a4068c16036
14/07/14 38 28 8162 3a32b54b6feaa60d4be828eef260c9332bf12375
16/07/14 38 29 8604 4378d27d8eeecbfb4490ef5295a3c1c376426243
16/07/14 38 28 8620 62531cdcbefb2b89ea256b6ba7855ef0fc346904
17/07/14 40 30 8960 17ad49f1ea6c2ced731d7cd1191664708198b099
17/07/14 40 30 8987 bb0ffb3eff06374eae26084146109abdd2361ee3
21/07/14 43 37 10103 578d6c5a8db27e210682f7cdd62aa36380390c28
22/07/14 45 38 11538 c0a2091c0ccc7a30a8eb83adceca7d0e5f98bd9e
23/07/14 45 40 11611 79ef27b26510e56e15406965b839a6c5f5715f71
23/07/14 46 38 11962 0488fea4fea3ad148755aa306b4c9e8b5d6e56f9
26/07/14 45 37 11849 bd0d5ec86baca441c431fcf01f0b784eb933ea8b
26/07/14 46 38 11962 f5095b0450dfcfb9f439b5f045da658c63b3e282
04/08/14 46 38 11962 2a506de4ce6169102b2198e8a07fa121cff7764c
04/08/14 47 40 12301 e89b5b096b518fddafc14c75fb8876188d2d8910
06/08/14 59 33 12532 522578d52d8ca20258822a2cb9e4a81bc7d73243
06/08/14 59 34 12564 69f6ef612a6d02e36568dd6b836127e69762575a
07/08/14 59 33 12789 77ca6197deec621b45ffc0eba92690dffc5e99da
07/08/14 59 33 12796 5586174ee5aa4fbbac836aa48def9f63a7638e09
08/08/14 61 26 13146 777eb28b929d44fd2b80d995090904d568421f64
08/08/14 61 26 13154 657cbf766aa8a892cb91d67d30aa8121ee1f5dce
08/08/14 62 28 13273 8368305cb3404f07e31fadc100a043e6d599bc14
08/08/14 62 28 13277 c971f21767c7799753198b06ed92a218bed79eb3
14/08/14 62 28 13307 7bd37a90154d67bea9d579e46fe243ff1694a4aa
14/08/14 62 28 13277 440c772dc632cd563aa3d4d43aa99d02841780ff
14/08/14 62 28 13307 78bed9e44dbc7a8d4494a82fbdf82acee2aac584
18/08/14 63 44 13464 13661b1fd51dd87d5b520d01ae37be6efbd34b9f
19/08/14 61 42 13138 fb66f188e4b632a960e096815241388befb1f472
19/08/14 63 47 13610 fe7482fae9adb387ac6c276c7d76781a2a28646c
20/08/14 64 49 13777 79f9ef487bd9ffd99351471add9cea9b77c534ea
20/08/14 63 49 13772 6428a2c86822138078078f38106557cfa3a4243c
20/08/14 65 49 13940 d9f30a60e4e39f2226d57b2aa53ddf212b88d2a9
20/08/14 64 49 13935 2dba27631b0b3351c598c2f6604a300cfe415c7c
20/08/14 65 48 14465 4e58b4201dca4a4b4ff2aa8165709c6ae5cc3ac7
20/08/14 65 47 14455 92ee7dfe13c8652cc1d054d0994cd20d0f147441
21/08/14 63 43 14927 6159b543416b2366ccb2c67a3662871487295be1
22/08/14 64 47 15265 9e6df2ac21f40f0cf105a668335f18c6446e33c9
24/08/14 64 47 15265 8f9043dd1ed4107693747bdc22d7ac0295885fdb
24/08/14 64 47 15265 c52e81f7df42159fa53380ceefb0114334bf6c46
24/08/14 69 46 15807 50928130add13247c572b765980fde6a95ddfd3e
25/08/14 69 49 15829 ac447bcc2dcb3ccd4afbd362bee01a4a7a8f2b5c
25/08/14 75 46 17796 53d5ccbcd979b5d99ead21bbdbd5b70eb8194f7e
25/08/14 75 44 17825 0f5af2c4070194bc2cfa7ba164f295d1580d2b8a
26/08/14 68 41 15939 65cf3487040f62e8423b3edf07d519ff10f48a47
26/08/14 68 41 15939 204ad5c0c5c7cab9c5c82e95f5b905754583083b
27/08/14 68 41 15945 b0585d43a7c8e323fbcad554da691b4d5a9476e2
27/08/14 68 41 15945 9092778ec19598e4d8a33c14650508e0cb13427d
28/08/14 67 41 15824 2813f22d63e7561451a25432d08742454739fabd
29/08/14 67 41 15824 ef5acb9a3301461d81c4e6802f3c5362e22a31bf
29/08/14 67 41 15823 efd12568d57e259b931308a8261ef1fbbf1bb1d3
02/09/14 60 46 13380 b8de8b134cb7828ca467368430a74dd58624a5d6
